"","day","total","A","B","C","AA","AB","AC","BA","BB","CA"
"2392","2012-07-19",22,7,13,2,2,3,2,5,8,2
"2393","2012-07-20",21,8,10,3,5,1,2,6,4,3
"2394","2012-07-21",22,14,5,3,3,7,4,3,2,3
"2395","2012-07-22",16,4,8,4,2,2,0,5,3,4
"2396","2012-07-23",18,7,10,1,3,3,1,3,7,1
"2397","2012-07-24",17,8,8,1,3,4,1,4,4,1
"2398","2012-07-25",26,14,12,0,4,8,2,7,5,0
"2399","2012-07-26",20,8,9,3,2,2,4,5,4,3
"2400","2012-07-27",19,13,5,1,6,6,1,1,4,1
"2401","2012-07-28",19,8,8,3,3,3,2,4,4,3
"2402","2012-07-29",18,11,4,3,6,3,2,3,1,3
"2403","2012-07-30",27,15,9,3,5,6,4,3,6,3
"2404","2012-07-31",30,13,12,5,5,6,2,10,2,5
"2405","2012-08-01",20,7,10,3,2,4,1,4,6,3
"2406","2012-08-02",33,21,9,3,9,9,3,6,3,3
"2407","2012-08-03",20,9,9,2,0,5,4,3,6,2
"2408","2012-08-04",25,16,5,4,7,7,2,3,2,4
"2409","2012-08-05",24,11,10,3,5,4,2,4,6,3
"2410","2012-08-06",19,11,8,0,3,6,2,4,4,0
"2411","2012-08-07",17,12,2,3,7,2,3,1,1,3
"2412","2012-08-08",13,7,5,1,4,1,2,4,1,1
"2413","2012-08-09",15,10,4,1,3,5,2,3,1,1
"2414","2012-08-10",21,6,13,2,2,3,1,9,4,2
"2415","2012-08-11",28,17,9,2,5,10,2,3,6,2
"2416","2012-08-12",20,10,9,1,3,5,2,1,8,1
"2417","2012-08-13",18,10,6,2,2,6,2,4,2,2
"2418","2012-08-14",19,9,10,0,3,4,2,4,6,0
"2419","2012-08-15",23,14,9,0,5,5,4,2,7,0
"2420","2012-08-16",18,11,6,1,5,5,1,1,5,1
"2421","2012-08-17",21,10,11,0,5,3,2,5,6,0
"2422","2012-08-18",22,10,10,2,6,2,2,6,4,2
"2423","2012-08-19",23,14,8,1,4,7,3,5,3,1
"2424","2012-08-20",26,16,8,2,4,7,5,7,1,2
"2425","2012-08-21",23,8,12,3,0,4,4,8,4,3
"2426","2012-08-22",15,9,5,1,5,2,2,1,4,1
"2427","2012-08-23",24,11,10,3,1,8,2,3,7,3
"2428","2012-08-24",27,17,8,2,5,7,5,4,4,2
"2429","2012-08-25",22,11,7,4,5,5,1,3,4,4
"2430","2012-08-26",14,6,3,5,4,2,0,2,1,5
"2431","2012-08-27",22,13,8,1,4,6,3,7,1,1
"2432","2012-08-28",16,8,6,2,3,3,2,1,5,2
"2433","2012-08-29",18,9,7,2,5,2,2,6,1,2
"2434","2012-08-30",17,6,8,3,2,1,3,1,7,3
"2435","2012-08-31",32,17,11,4,7,8,2,6,5,4
"2436","2012-09-01",18,7,7,4,4,2,1,6,1,4
"2437","2012-09-02",22,8,11,3,2,5,1,3,8,3
"2438","2012-09-03",31,16,15,0,6,4,6,11,4,0
"2439","2012-09-04",19,10,9,0,4,4,2,4,5,0
"2440","2012-09-05",14,7,4,3,3,1,3,3,1,3
"2441","2012-09-06",22,9,10,3,3,3,3,2,8,3
"2442","2012-09-07",21,10,10,1,4,2,4,8,2,1
"2443","2012-09-08",20,11,7,2,4,6,1,3,4,2
"2444","2012-09-09",14,6,8,0,3,2,1,3,5,0
"2445","2012-09-10",20,7,10,3,4,2,1,3,7,3
"2446","2012-09-11",25,11,10,4,5,4,2,4,6,4
"2447","2012-09-12",27,16,9,2,10,4,2,2,7,2
"2448","2012-09-13",20,9,8,3,4,1,4,1,7,3
"2449","2012-09-14",20,12,6,2,4,3,5,3,3,2
"2450","2012-09-15",32,16,13,3,3,11,2,4,9,3
"2451","2012-09-16",20,12,7,1,3,4,5,7,0,1
"2452","2012-09-17",22,10,12,0,2,6,2,8,4,0
"2453","2012-09-18",26,13,13,0,3,6,4,9,4,0
"2454","2012-09-19",16,11,4,1,5,1,5,2,2,1
"2455","2012-09-20",27,19,7,1,6,10,3,3,4,1
"2456","2012-09-21",19,12,5,2,3,5,4,4,1,2
"2457","2012-09-22",25,13,11,1,6,4,3,7,4,1
"2458","2012-09-23",18,9,7,2,5,3,1,3,4,2
"2459","2012-09-24",15,9,5,1,3,4,2,4,1,1
"2460","2012-09-25",19,13,6,0,4,8,1,3,3,0
"2461","2012-09-26",28,14,10,4,8,4,2,5,5,4
"2462","2012-09-27",27,13,14,0,5,6,2,9,5,0
"2463","2012-09-28",20,5,8,7,2,1,2,6,2,7
"2464","2012-09-29",19,12,5,2,5,5,2,1,4,2
"2465","2012-09-30",22,12,9,1,6,5,1,3,6,1
"2466","2012-10-01",15,8,5,2,4,4,0,2,3,2
"2467","2012-10-02",20,10,7,3,3,5,2,4,3,3
"2468","2012-10-03",20,10,10,0,5,3,2,4,6,0
"2469","2012-10-04",27,12,14,1,3,8,1,11,3,1
"2470","2012-10-05",26,12,12,2,2,5,5,8,4,2
"2471","2012-10-06",21,11,8,2,4,6,1,6,2,2
"2472","2012-10-07",18,10,8,0,4,5,1,4,4,0
"2473","2012-10-08",32,14,16,2,6,5,3,9,7,2
"2474","2012-10-09",17,13,3,1,8,4,1,0,3,1
"2475","2012-10-10",19,11,7,1,5,4,2,2,5,1
"2476","2012-10-11",18,8,5,5,1,3,4,2,3,5
"2477","2012-10-12",22,8,14,0,4,3,1,7,7,0
"2478","2012-10-13",20,12,6,2,3,8,1,4,2,2
"2479","2012-10-14",16,6,5,5,3,2,1,0,5,5
"2480","2012-10-15",22,10,6,6,4,4,2,1,5,6
"2481","2012-10-16",19,7,9,3,1,4,2,5,4,3
"2482","2012-10-17",27,15,9,3,4,8,3,2,7,3
"2483","2012-10-18",22,10,12,0,4,4,2,5,7,0
"2484","2012-10-19",27,13,10,4,3,5,5,8,2,4
"2485","2012-10-20",16,9,6,1,6,2,1,2,4,1
"2486","2012-10-21",22,11,9,2,3,5,3,7,2,2
"2487","2012-10-22",24,12,9,3,4,4,4,4,5,3
"2488","2012-10-23",22,10,8,4,3,5,2,4,4,4
"2489","2012-10-24",24,8,10,6,4,3,1,4,6,6
"2490","2012-10-25",17,9,8,0,4,2,3,3,5,0
"2491","2012-10-26",21,8,8,5,4,1,3,4,4,5
"2492","2012-10-27",21,13,7,1,5,5,3,6,1,1
"2493","2012-10-28",24,11,12,1,5,5,1,8,4,1
"2494","2012-10-29",19,7,10,2,6,0,1,5,5,2
"2495","2012-10-30",17,10,5,2,5,1,4,1,4,2
"2496","2012-10-31",20,10,8,2,4,4,2,4,4,2
"2497","2012-11-01",28,16,10,2,6,7,3,7,3,2
"2498","2012-11-02",25,13,11,1,5,5,3,5,6,1
"2499","2012-11-03",29,19,7,3,6,9,4,3,4,3
"2500","2012-11-04",24,6,14,4,2,2,2,5,9,4
"2501","2012-11-05",21,9,10,2,3,6,0,4,6,2
"2502","2012-11-06",16,7,8,1,1,4,2,2,6,1
"2503","2012-11-07",21,6,14,1,3,2,1,7,7,1
"2504","2012-11-08",21,12,7,2,3,8,1,3,4,2
"2505","2012-11-09",23,9,12,2,1,6,2,2,10,2
"2506","2012-11-10",20,7,8,5,5,2,0,4,4,5
"2507","2012-11-11",22,6,13,3,2,3,1,9,4,3
"2508","2012-11-12",15,8,7,0,5,1,2,5,2,0
"2509","2012-11-13",23,7,13,3,1,4,2,8,5,3
"2510","2012-11-14",22,13,8,1,3,8,2,5,3,1
"2511","2012-11-15",30,17,9,4,6,8,3,4,5,4
"2512","2012-11-16",17,7,6,4,3,3,1,3,3,4
"2513","2012-11-17",18,9,8,1,4,4,1,3,5,1
"2514","2012-11-18",22,9,12,1,5,4,0,5,7,1
"2515","2012-11-19",22,11,8,3,4,6,1,4,4,3
"2516","2012-11-20",20,11,7,2,3,4,4,4,3,2
"2517","2012-11-21",13,8,3,2,3,4,1,2,1,2
"2518","2012-11-22",24,16,7,1,4,10,2,5,2,1
"2519","2012-11-23",24,9,11,4,4,3,2,4,7,4
"2520","2012-11-24",19,7,11,1,1,4,2,4,7,1
"2521","2012-11-25",18,6,8,4,2,2,2,3,5,4
"2522","2012-11-26",17,11,5,1,4,5,2,3,2,1
"2523","2012-11-27",20,9,8,3,2,5,2,6,2,3
"2524","2012-11-28",13,7,5,1,3,1,3,3,2,1
"2525","2012-11-29",21,11,9,1,3,5,3,6,3,1
"2526","2012-11-30",16,5,8,3,0,3,2,5,3,3
"2527","2012-12-01",25,13,9,3,4,7,2,3,6,3
"2528","2012-12-02",18,7,10,1,2,4,1,4,6,1
"2529","2012-12-03",28,17,10,1,6,7,4,4,6,1
"2530","2012-12-04",28,12,13,3,5,3,4,6,7,3
"2531","2012-12-05",14,8,6,0,4,3,1,4,2,0
"2532","2012-12-06",22,14,7,1,5,6,3,4,3,1
"2533","2012-12-07",26,10,16,0,5,2,3,10,6,0
"2534","2012-12-08",14,7,4,3,2,3,2,2,2,3
"2535","2012-12-09",16,9,7,0,5,3,1,2,5,0
"2536","2012-12-10",20,12,6,2,7,4,1,2,4,2
"2537","2012-12-11",29,14,13,2,8,4,2,7,6,2
"2538","2012-12-12",22,10,10,2,4,3,3,4,6,2
"2539","2012-12-13",30,24,5,1,12,11,1,4,1,1
"2540","2012-12-14",13,7,4,2,3,2,2,1,3,2
"2541","2012-12-15",17,7,7,3,1,5,1,3,4,3
"2542","2012-12-16",30,15,14,1,5,7,3,5,9,1
"2543","2012-12-17",20,13,6,1,8,3,2,3,3,1
"2544","2012-12-18",19,8,9,2,4,3,1,3,6,2
"2545","2012-12-19",21,10,7,4,5,4,1,6,1,4
"2546","2012-12-20",20,10,10,0,4,5,1,5,5,0
"2547","2012-12-21",20,10,8,2,1,6,3,2,6,2
"2548","2012-12-22",28,12,15,1,7,3,2,8,7,1
"2549","2012-12-23",27,11,13,3,6,4,1,8,5,3
"2550","2012-12-24",18,8,7,3,3,4,1,4,3,3
"2551","2012-12-25",20,8,11,1,3,4,1,6,5,1
"2552","2012-12-26",11,3,7,1,1,1,1,4,3,1
"2553","2012-12-27",24,9,14,1,4,1,4,5,9,1
"2554","2012-12-28",13,8,5,0,3,5,0,3,2,0
"2555","2012-12-29",17,9,7,1,5,1,3,3,4,1
"2556","2012-12-30",16,5,9,2,1,3,1,6,3,2
"2557","2012-12-31",14,7,6,1,2,4,1,3,3,1
"2558","2013-01-01",22,8,9,5,3,4,1,6,3,5
"2559","2013-01-02",17,7,7,3,0,3,4,5,2,3
"2560","2013-01-03",23,14,7,2,7,2,5,4,3,2
"2561","2013-01-04",19,9,7,3,5,3,1,4,3,3
"2562","2013-01-05",30,15,11,4,7,3,5,4,7,4
"2563","2013-01-06",14,8,6,0,5,2,1,3,3,0
"2564","2013-01-07",14,8,6,0,4,3,1,2,4,0
"2565","2013-01-08",19,9,10,0,6,3,0,5,5,0
"2566","2013-01-09",16,7,6,3,2,5,0,2,4,3
"2567","2013-01-10",24,12,11,1,3,4,5,4,7,1
"2568","2013-01-11",18,8,7,3,3,3,2,0,7,3
"2569","2013-01-12",16,6,7,3,2,1,3,4,3,3
"2570","2013-01-13",18,12,5,1,5,6,1,3,2,1
"2571","2013-01-14",23,10,11,2,4,5,1,6,5,2
"2572","2013-01-15",24,12,12,0,4,4,4,8,4,0
"2573","2013-01-16",17,7,10,0,3,2,2,7,3,0
"2574","2013-01-17",21,10,11,0,2,5,3,4,7,0
"2575","2013-01-18",25,12,8,5,5,5,2,2,6,5
"2576","2013-01-19",23,12,8,3,2,9,1,4,4,3
"2577","2013-01-20",17,12,3,2,7,4,1,2,1,2
"2578","2013-01-21",26,12,10,4,5,7,0,1,9,4
"2579","2013-01-22",24,12,9,3,4,5,3,3,6,3
"2580","2013-01-23",22,10,11,1,2,5,3,4,7,1
"2581","2013-01-24",20,11,7,2,5,3,3,1,6,2
"2582","2013-01-25",24,13,8,3,5,5,3,4,4,3
"2583","2013-01-26",23,8,12,3,4,3,1,7,5,3
"2584","2013-01-27",16,10,5,1,5,3,2,1,4,1
"2585","2013-01-28",25,12,12,1,5,3,4,6,6,1
"2586","2013-01-29",18,10,7,1,3,6,1,5,2,1
"2587","2013-01-30",23,8,12,3,4,1,3,8,4,3
"2588","2013-01-31",19,11,7,1,2,5,4,5,2,1
"2589","2013-02-01",21,15,6,0,7,5,3,2,4,0
"2590","2013-02-02",19,6,10,3,3,3,0,5,5,3
"2591","2013-02-03",24,8,11,5,2,4,2,7,4,5
"2592","2013-02-04",26,10,13,3,1,4,5,6,7,3
"2593","2013-02-05",20,7,11,2,3,3,1,4,7,2
"2594","2013-02-06",19,9,8,2,7,1,1,5,3,2
"2595","2013-02-07",27,14,11,2,7,5,2,3,8,2
"2596","2013-02-08",21,13,6,2,3,7,3,1,5,2
"2597","2013-02-09",18,11,6,1,4,5,2,4,2,1
"2598","2013-02-10",17,11,4,2,6,4,1,1,3,2
"2599","2013-02-11",21,10,9,2,5,5,0,4,5,2
"2600","2013-02-12",21,10,11,0,4,3,3,7,4,0
"2601","2013-02-13",27,13,14,0,4,4,5,7,7,0
"2602","2013-02-14",15,7,5,3,4,3,0,5,0,3
"2603","2013-02-15",21,13,8,0,2,8,3,4,4,0
"2604","2013-02-16",27,11,15,1,5,2,4,9,6,1
"2605","2013-02-17",17,9,4,4,6,1,2,1,3,4
"2606","2013-02-18",19,9,8,2,3,3,3,3,5,2
"2607","2013-02-19",23,14,8,1,10,4,0,5,3,1
"2608","2013-02-20",17,7,6,4,2,5,0,2,4,4
"2609","2013-02-21",25,15,7,3,9,2,4,4,3,3
"2610","2013-02-22",25,13,10,2,5,6,2,3,7,2
"2611","2013-02-23",22,9,10,3,5,2,2,5,5,3
"2612","2013-02-24",22,15,5,2,8,5,2,2,3,2
"2613","2013-02-25",23,12,9,2,3,7,2,4,5,2
"2614","2013-02-26",18,11,5,2,6,4,1,2,3,2
"2615","2013-02-27",20,8,9,3,3,5,0,5,4,3
"2616","2013-02-28",23,13,8,2,4,7,2,4,4,2
"2617","2013-03-01",21,11,7,3,7,3,1,3,4,3
"2618","2013-03-02",19,10,9,0,6,2,2,5,4,0
"2619","2013-03-03",20,5,11,4,2,3,0,6,5,4
"2620","2013-03-04",16,8,8,0,3,1,4,2,6,0
"2621","2013-03-05",20,12,6,2,4,6,2,4,2,2
"2622","2013-03-06",21,8,12,1,4,3,1,5,7,1
"2623","2013-03-07",22,12,6,4,3,6,3,1,5,4
"2624","2013-03-08",29,11,14,4,2,6,3,5,9,4
"2625","2013-03-09",15,8,7,0,4,3,1,5,2,0
"2626","2013-03-10",24,12,12,0,7,3,2,4,8,0
"2627","2013-03-11",23,13,9,1,6,5,2,4,5,1
"2628","2013-03-12",19,13,5,1,5,4,4,3,2,1
"2629","2013-03-13",11,5,4,2,3,2,0,2,2,2
"2630","2013-03-14",15,7,8,0,4,2,1,5,3,0
"2631","2013-03-15",28,12,10,6,7,2,3,6,4,6
"2632","2013-03-16",24,13,8,3,5,6,2,5,3,3
"2633","2013-03-17",28,8,17,3,4,4,0,8,9,3
"2634","2013-03-18",16,6,8,2,3,3,0,6,2,2
"2635","2013-03-19",18,8,5,5,4,4,0,0,5,5
"2636","2013-03-20",24,9,13,2,5,3,1,7,6,2
"2637","2013-03-21",28,14,12,2,6,8,0,8,4,2
"2638","2013-03-22",32,14,14,4,5,4,5,6,8,4
"2639","2013-03-23",22,12,9,1,8,3,1,2,7,1
"2640","2013-03-24",22,11,10,1,5,5,1,7,3,1
"2641","2013-03-25",18,8,8,2,2,2,4,5,3,2
"2642","2013-03-26",21,11,9,1,3,6,2,5,4,1
"2643","2013-03-27",19,12,6,1,3,6,3,5,1,1
"2644","2013-03-28",23,10,12,1,3,3,4,6,6,1
"2645","2013-03-29",19,8,9,2,5,2,1,3,6,2
"2646","2013-03-30",26,14,11,1,5,6,3,4,7,1
"2647","2013-03-31",21,16,4,1,9,5,2,1,3,1
"2648","2013-04-01",27,12,14,1,6,5,1,6,8,1
"2649","2013-04-02",21,11,7,3,4,3,4,2,5,3
"2650","2013-04-03",25,13,9,3,6,5,2,6,3,3
"2651","2013-04-04",28,15,9,4,9,3,3,4,5,4
"2652","2013-04-05",25,8,14,3,1,7,0,6,8,3
"2653","2013-04-06",16,8,6,2,5,2,1,3,3,2
"2654","2013-04-07",24,19,5,0,11,3,5,2,3,0
"2655","2013-04-08",29,17,10,2,9,4,4,5,5,2
"2656","2013-04-09",25,10,11,4,6,3,1,4,7,4
"2657","2013-04-10",25,11,11,3,3,7,1,8,3,3
"2658","2013-04-11",20,11,7,2,7,2,2,3,4,2
"2659","2013-04-12",15,9,3,3,2,4,3,1,2,3
"2660","2013-04-13",16,8,5,3,2,2,4,3,2,3
"2661","2013-04-14",17,9,7,1,4,5,0,2,5,1
"2662","2013-04-15",19,6,10,3,1,3,2,7,3,3
"2663","2013-04-16",25,14,9,2,10,4,0,5,4,2
"2664","2013-04-17",23,12,9,2,4,5,3,5,4,2
"2665","2013-04-18",16,6,8,2,3,3,0,5,3,2
"2666","2013-04-19",19,9,7,3,1,6,2,3,4,3
"2667","2013-04-20",9,2,7,0,2,0,0,1,6,0
"2668","2013-04-21",22,12,8,2,1,7,4,3,5,2
"2669","2013-04-22",16,10,4,2,4,4,2,1,3,2
"2670","2013-04-23",22,12,9,1,4,5,3,5,4,1
"2671","2013-04-24",16,9,7,0,4,3,2,6,1,0
"2672","2013-04-25",23,8,13,2,2,3,3,6,7,2
"2673","2013-04-26",21,10,9,2,4,4,2,5,4,2
"2674","2013-04-27",20,12,7,1,7,4,1,5,2,1
"2675","2013-04-28",24,14,8,2,5,6,3,4,4,2
"2676","2013-04-29",28,14,12,2,5,7,2,6,6,2
"2677","2013-04-30",21,12,8,1,5,5,2,2,6,1
"2678","2013-05-01",26,17,8,1,11,5,1,3,5,1
"2679","2013-05-02",17,11,6,0,9,1,1,2,4,0
"2680","2013-05-03",22,16,5,1,10,5,1,3,2,1
"2681","2013-05-04",26,15,11,0,6,6,3,3,8,0
"2682","2013-05-05",14,4,4,6,0,2,2,2,2,6
"2683","2013-05-06",17,8,6,3,4,1,3,2,4,3
"2684","2013-05-07",18,9,9,0,4,3,2,5,4,0
"2685","2013-05-08",18,12,6,0,7,3,2,3,3,0
"2686","2013-05-09",25,10,10,5,4,5,1,2,8,5
"2687","2013-05-10",15,7,8,0,5,1,1,5,3,0
"2688","2013-05-11",29,16,12,1,8,4,4,5,7,1
"2689","2013-05-12",26,12,11,3,2,7,3,7,4,3
"2690","2013-05-13",22,13,8,1,5,4,4,2,6,1
"2691","2013-05-14",15,8,5,2,3,3,2,1,4,2
"2692","2013-05-15",26,9,14,3,5,2,2,5,9,3
"2693","2013-05-16",25,12,11,2,5,6,1,4,7,2
"2694","2013-05-17",22,8,11,3,3,4,1,6,5,3
"2695","2013-05-18",23,14,8,1,5,6,3,5,3,1
"2696","2013-05-19",17,8,7,2,3,3,2,4,3,2
"2697","2013-05-20",21,10,9,2,3,6,1,2,7,2
"2698","2013-05-21",25,13,11,1,5,4,4,3,8,1
"2699","2013-05-22",30,17,10,3,9,6,2,3,7,3
"2700","2013-05-23",20,6,12,2,2,3,1,6,6,2
"2701","2013-05-24",19,8,7,4,5,2,1,2,5,4
"2702","2013-05-25",18,9,7,2,6,1,2,6,1,2
"2703","2013-05-26",31,15,15,1,9,4,2,7,8,1
"2704","2013-05-27",18,10,5,3,5,2,3,3,2,3
"2705","2013-05-28",25,11,12,2,7,2,2,5,7,2
"2706","2013-05-29",21,11,6,4,6,5,0,4,2,4
"2707","2013-05-30",15,7,6,2,4,3,0,2,4,2
"2708","2013-05-31",23,11,11,1,3,5,3,2,9,1
"2709","2013-06-01",24,13,9,2,6,5,2,6,3,2
"2710","2013-06-02",13,5,6,2,3,1,1,3,3,2
"2711","2013-06-03",26,17,9,0,7,9,1,4,5,0
"2712","2013-06-04",26,7,17,2,2,4,1,11,6,2
"2713","2013-06-05",23,11,8,4,5,1,5,3,5,4
"2714","2013-06-06",16,7,8,1,1,4,2,7,1,1
"2715","2013-06-07",23,10,12,1,5,3,2,10,2,1
"2716","2013-06-08",19,12,6,1,7,5,0,5,1,1
"2717","2013-06-09",23,11,7,5,6,3,2,4,3,5
"2718","2013-06-10",22,9,11,2,5,3,1,6,5,2
"2719","2013-06-11",20,10,9,1,3,5,2,7,2,1
"2720","2013-06-12",20,9,10,1,4,3,2,5,5,1
"2721","2013-06-13",17,8,9,0,3,3,2,4,5,0
"2722","2013-06-14",23,14,8,1,7,4,3,2,6,1
"2723","2013-06-15",19,6,12,1,1,5,0,6,6,1
"2724","2013-06-16",14,5,8,1,1,3,1,6,2,1
"2725","2013-06-17",33,20,9,4,9,8,3,4,5,4
"2726","2013-06-18",20,15,3,2,3,6,6,2,1,2
"2727","2013-06-19",20,12,8,0,6,4,2,1,7,0
"2728","2013-06-20",18,8,9,1,6,2,0,7,2,1
"2729","2013-06-21",26,16,8,2,4,5,7,4,4,2
"2730","2013-06-22",19,7,8,4,3,2,2,3,5,4
"2731","2013-06-23",24,10,11,3,3,4,3,7,4,3
"2732","2013-06-24",20,11,7,2,4,3,4,3,4,2
"2733","2013-06-25",21,10,5,6,8,2,0,2,3,6
"2734","2013-06-26",11,6,4,1,1,4,1,0,4,1
"2735","2013-06-27",24,11,9,4,5,5,1,3,6,4
"2736","2013-06-28",29,12,16,1,6,6,0,6,10,1
"2737","2013-06-29",24,8,12,4,4,3,1,7,5,4
"2738","2013-06-30",22,12,8,2,7,2,3,6,2,2
"2739","2013-07-01",22,11,10,1,6,4,1,6,4,1
"2740","2013-07-02",17,12,1,4,6,2,4,1,0,4
"2741","2013-07-03",18,8,9,1,4,2,2,3,6,1
"2742","2013-07-04",24,10,11,3,5,4,1,6,5,3
"2743","2013-07-05",35,16,12,7,8,4,4,4,8,7
"2744","2013-07-06",24,11,12,1,4,5,2,5,7,1
"2745","2013-07-07",21,9,7,5,2,5,2,3,4,5
"2746","2013-07-08",20,11,5,4,6,4,1,2,3,4
"2747","2013-07-09",23,12,10,1,7,4,1,6,4,1
"2748","2013-07-10",19,9,9,1,5,3,1,2,7,1
"2749","2013-07-11",15,8,5,2,2,2,4,1,4,2
"2750","2013-07-12",17,9,7,1,5,3,1,3,4,1
"2751","2013-07-13",23,13,6,4,4,4,5,2,4,4
"2752","2013-07-14",24,12,11,1,5,4,3,4,7,1
"2753","2013-07-15",22,11,8,3,7,3,1,3,5,3
"2754","2013-07-16",18,12,5,1,5,3,4,2,3,1
"2755","2013-07-17",24,11,12,1,7,1,3,6,6,1
"2756","2013-07-18",22,12,8,2,7,4,1,3,5,2
"2757","2013-07-19",16,6,9,1,2,1,3,4,5,1
"2758","2013-07-20",28,12,12,4,5,5,2,7,5,4
"2759","2013-07-21",20,5,14,1,1,2,2,9,5,1
"2760","2013-07-22",20,15,5,0,6,6,3,3,2,0
"2761","2013-07-23",12,5,6,1,2,2,1,3,3,1
"2762","2013-07-24",13,7,5,1,1,4,2,1,4,1
"2763","2013-07-25",16,8,6,2,3,2,3,2,4,2
"2764","2013-07-26",21,12,8,1,4,4,4,3,5,1
"2765","2013-07-27",14,4,5,5,0,3,1,2,3,5
"2766","2013-07-28",20,7,11,2,4,2,1,4,7,2
"2767","2013-07-29",17,6,9,2,2,2,2,1,8,2
"2768","2013-07-30",23,11,5,7,4,5,2,5,0,7
"2769","2013-07-31",24,8,14,2,2,5,1,10,4,2
"2770","2013-08-01",28,16,9,3,7,6,3,5,4,3
"2771","2013-08-02",21,8,10,3,2,4,2,4,6,3
"2772","2013-08-03",28,17,8,3,7,7,3,6,2,3
"2773","2013-08-04",21,12,5,4,5,5,2,3,2,4
"2774","2013-08-05",16,6,9,1,1,2,3,4,5,1
"2775","2013-08-06",19,10,6,3,5,3,2,3,3,3
"2776","2013-08-07",19,9,10,0,3,5,1,3,7,0
"2777","2013-08-08",21,9,9,3,5,2,2,4,5,3
"2778","2013-08-09",19,12,5,2,6,3,3,2,3,2
"2779","2013-08-10",25,13,9,3,2,7,4,5,4,3
"2780","2013-08-11",16,4,10,2,0,3,1,9,1,2
"2781","2013-08-12",16,12,2,2,4,7,1,2,0,2
"2782","2013-08-13",27,11,12,4,3,8,0,5,7,4
"2783","2013-08-14",20,11,6,3,5,4,2,2,4,3
"2784","2013-08-15",18,8,10,0,3,3,2,3,7,0
"2785","2013-08-16",19,12,6,1,8,2,2,1,5,1
"2786","2013-08-17",18,13,3,2,4,6,3,1,2,2
"2787","2013-08-18",23,11,12,0,2,6,3,4,8,0
"2788","2013-08-19",28,13,11,4,7,4,2,4,7,4
"2789","2013-08-20",29,19,8,2,6,10,3,5,3,2
"2790","2013-08-21",11,4,7,0,1,3,0,2,5,0
"2791","2013-08-22",31,17,9,5,6,6,5,4,5,5
"2792","2013-08-23",27,19,7,1,8,6,5,0,7,1
"2793","2013-08-24",25,10,13,2,3,6,1,7,6,2
"2794","2013-08-25",22,11,8,3,5,6,0,7,1,3
"2795","2013-08-26",22,11,9,2,6,3,2,4,5,2
"2796","2013-08-27",12,7,5,0,4,3,0,1,4,0
"2797","2013-08-28",20,9,9,2,7,1,1,6,3,2
"2798","2013-08-29",21,12,8,1,3,6,3,4,4,1
"2799","2013-08-30",20,10,9,1,4,4,2,4,5,1
"2800","2013-08-31",17,9,6,2,6,2,1,4,2,2
"2801","2013-09-01",20,8,10,2,3,2,3,5,5,2
"2802","2013-09-02",30,18,10,2,8,9,1,6,4,2
"2803","2013-09-03",21,9,9,3,4,3,2,5,4,3
"2804","2013-09-04",20,10,6,4,6,1,3,1,5,4
"2805","2013-09-05",23,14,5,4,6,4,4,2,3,4
"2806","2013-09-06",12,8,4,0,2,6,0,3,1,0
"2807","2013-09-07",7,4,3,0,1,1,2,2,1,0
"2808","2013-09-08",23,13,8,2,3,7,3,5,3,2
"2809","2013-09-09",22,9,8,5,4,2,3,5,3,5
"2810","2013-09-10",16,9,5,2,4,4,1,2,3,2
"2811","2013-09-11",16,4,11,1,1,2,1,3,8,1
"2812","2013-09-12",23,12,10,1,4,7,1,5,5,1
"2813","2013-09-13",27,14,9,4,6,6,2,1,8,4
"2814","2013-09-14",17,6,10,1,2,2,2,6,4,1
"2815","2013-09-15",18,8,8,2,5,1,2,4,4,2
"2816","2013-09-16",16,7,8,1,2,3,2,5,3,1
"2817","2013-09-17",19,10,6,3,4,5,1,2,4,3
"2818","2013-09-18",17,5,9,3,3,1,1,3,6,3
"2819","2013-09-19",26,8,13,5,1,3,4,8,5,5
"2820","2013-09-20",19,9,8,2,6,3,0,4,4,2
"2821","2013-09-21",21,7,11,3,3,2,2,6,5,3
"2822","2013-09-22",21,10,8,3,3,4,3,3,5,3
"2823","2013-09-23",21,14,6,1,5,5,4,3,3,1
"2824","2013-09-24",22,9,9,4,3,4,2,6,3,4
"2825","2013-09-25",18,6,9,3,2,1,3,6,3,3
"2826","2013-09-26",17,8,7,2,4,3,1,3,4,2
"2827","2013-09-27",16,7,7,2,3,1,3,6,1,2
"2828","2013-09-28",21,6,12,3,2,3,1,5,7,3
"2829","2013-09-29",23,12,9,2,7,4,1,5,4,2
"2830","2013-09-30",29,15,12,2,7,7,1,6,6,2
"2831","2013-10-01",25,16,7,2,6,8,2,4,3,2
"2832","2013-10-02",25,18,6,1,5,11,2,3,3,1
"2833","2013-10-03",24,16,8,0,6,8,2,4,4,0
"2834","2013-10-04",14,5,9,0,3,2,0,9,0,0
"2835","2013-10-05",20,7,10,3,5,1,1,8,2,3
"2836","2013-10-06",15,8,6,1,1,4,3,4,2,1
"2837","2013-10-07",17,9,7,1,1,5,3,2,5,1
"2838","2013-10-08",15,10,3,2,4,4,2,1,2,2
"2839","2013-10-09",16,7,6,3,2,3,2,3,3,3
"2840","2013-10-10",17,3,10,4,0,2,1,5,5,4
"2841","2013-10-11",25,15,10,0,4,6,5,5,5,0
